Wall time,Step,Value
1516282071.992127,0,0.001240375218912959
1516282478.136023,167,0.016860663890838623
1516282651.4882095,376,0.36515313386917114
1516282826.6889777,588,0.4661637246608734
1516283002.4401467,800,0.573093831539154
1516283178.9049695,1013,0.621965229511261
1516283356.58109,1224,0.6462987065315247
1516283535.7838564,1437,0.6355253458023071
1516283716.4824317,1651,0.6127606630325317
1516283897.4072683,1864,0.6721452474594116
1516284078.2156475,2078,0.5754682421684265
1516284262.0052137,2369,0.6867835521697998
1516284446.4535987,2654,0.6668605208396912
1516284630.7114208,2941,0.7505654096603394
1516284816.4750836,3182,0.7655090689659119
1516285003.7333667,3288,0.7836510539054871
1516285191.9636366,3436,0.767974853515625
1516285379.4129965,3718,0.7554715275764465
1516285569.0265298,4002,0.7448287010192871
1516286665.9414372,3718,0.7554715275764465
1516286848.5511508,4002,0.7448287010192871
1516287923.3392477,3718,0.7554715275764465
1516288214.680993,4002,0.7448287010192871
1516288515.5950503,4132,0.7206704616546631
1516289080.98486,4316,0.7836354374885559
1516289656.307317,4527,0.7681055068969727
1516290230.2467933,4738,0.7681541442871094
1516290904.2089634,4949,0.7743330597877502
1516291475.9246972,5161,0.7915024757385254
1516292049.861678,5373,0.8189854621887207
1516292716.2102683,5585,0.817843496799469
1516293292.3718057,5796,0.8102471232414246
1516293877.2251759,6008,0.8097931742668152
1516294451.8781862,6222,0.7874211668968201
1516295031.4129782,6437,0.7917149662971497
1516295708.1620042,6652,0.8029875755310059
1516296286.8543293,6877,0.806706964969635
1516296875.3457122,7089,0.7977279424667358
1516297473.3358767,7301,0.8064677715301514
1516298069.5316753,7512,0.8186236023902893
1516298664.5921586,7725,0.8034961223602295
1516299250.6834705,7936,0.8405095338821411
1516299805.1742256,8148,0.8340538740158081
1516316828.1739945,8148,0.8340538740158081
1516317456.6985407,8834,0.8151963353157043
1516317976.841559,9569,0.7952289581298828
1516318511.0000741,10000,0.8053572177886963
