Wall time,Step,Value
1516282071.9931266,0,0.004818661604076624
1516282478.1370234,167,0.01684814877808094
1516282651.4892116,376,0.0699935257434845
1516282826.6889777,588,0.13074348866939545
1516283002.4411426,800,0.20617897808551788
1516283178.9059658,1013,0.33272111415863037
1516283356.58209,1224,0.3939993381500244
1516283535.7838564,1437,0.5539857745170593
1516283716.4824317,1651,0.5904971361160278
1516283897.4072683,1864,0.5505933165550232
1516284078.2166505,2078,0.568091869354248
1516284262.0062141,2369,0.6435517072677612
1516284446.4545991,2654,0.6228579878807068
1516284630.7114208,2941,0.6412376165390015
1516284816.4760847,3182,0.6207451820373535
1516285003.7333667,3288,0.6472789645195007
1516285191.9646213,3436,0.6472805738449097
1516285379.413998,3718,0.6315079927444458
1516285569.0265298,4002,0.6315761804580688
1516286665.9744816,3718,0.6315079927444458
1516286848.5511508,4002,0.6315761804580688
1516287923.3402486,3718,0.6315079927444458
1516288214.680993,4002,0.6315761804580688
1516288515.5955503,4132,0.6467961072921753
1516289080.98486,4316,0.6381703615188599
1516289656.307317,4527,0.6306914687156677
1516290230.2467933,4738,0.6363139748573303
1516290904.2089634,4949,0.6635710000991821
1516291475.9246972,5161,0.6349959969520569
1516292049.8626785,5373,0.6373952627182007
1516292716.2102683,5585,0.6463814973831177
1516293292.3718057,5796,0.6753637790679932
1516293877.2251759,6008,0.6768266558647156
1516294451.879188,6222,0.6788479685783386
1516295031.413979,6437,0.7300788164138794
1516295708.1620042,6652,0.664366602897644
1516296286.8543293,6877,0.635135293006897
1516296875.3457122,7089,0.6956321001052856
1516297473.3358767,7301,0.6593415141105652
1516298069.5316753,7512,0.6843854784965515
1516298664.5921586,7725,0.7052744626998901
1516299250.6834705,7936,0.7107413411140442
1516299805.1742256,8148,0.7291315793991089
1516316828.1739945,8148,0.7291315793991089
1516317456.6985407,8834,0.6583346724510193
1516317976.841559,9569,0.6883963942527771
1516318511.0000741,10000,0.6505769491195679
