Wall time,Step,Value
1516334771.488546,0,0.0009324344573542476
1516335303.3419373,197,0.6664345264434814
1516335932.0206602,401,0.680121660232544
1516336560.0420952,604,0.6167927384376526
1516337102.7522745,809,0.6219050288200378
1516337731.5775263,1012,0.6029000282287598
1516338361.3025827,1216,0.5730498433113098
1516338901.774613,1420,0.6779197454452515
1516339532.1483479,1625,0.6590222120285034
1516340162.0664194,1830,0.6416273713111877
1516340703.1153579,2034,0.6453668475151062
1516341330.6492982,2238,0.6418814659118652
1516341960.8401225,2442,0.6277968883514404
1516342503.1705387,2645,0.5756105780601501
1516343131.2243264,2849,0.6985335946083069
1516343761.6732373,3054,0.6766884922981262
1516344302.6756003,3258,0.7345449328422546
1516344932.4678078,3463,0.5959552526473999
1516345561.5769916,3668,0.7583802938461304
1516346104.2672071,3872,0.7706552743911743
1516346732.9398556,4076,0.7125710248947144
1516347363.7901864,4280,0.7332990169525146
1516347903.8772395,4484,0.690617024898529
1516348532.7831516,4688,0.7553542852401733
1516349162.1528716,4892,0.6672343611717224
1516349703.9971404,5097,0.7167060375213623
1516350333.657508,5301,0.6958010196685791
1516350963.071188,5506,0.7593653202056885
1516351504.0910408,5710,0.7639182806015015
1516352132.6750016,5914,0.765183687210083
1516352763.1722946,6118,0.7610328197479248
1516353305.6412213,6322,0.7958534359931946
1516353934.7259462,6527,0.743000864982605
1516354564.871206,6729,0.7949459552764893
1516355107.1938944,6931,0.7569000720977783
1516355734.5293307,7134,0.7905687689781189
1516356366.9680073,7336,0.7623392343521118
1516356908.7608204,7539,0.7832719683647156
1516357539.7786312,7741,0.7725918889045715
1516358225.9859672,7741,0.7725918889045715
1516358765.9166791,7916,0.7785295844078064
1516359307.3428493,8096,0.7972108125686646
1516359936.8721807,8275,0.813912570476532
1516360565.9806435,8453,0.8084336519241333
1516361106.8881264,8632,0.8122696876525879
1516361737.3403895,8811,0.8225370049476624
1516362367.0063114,8990,0.8338883519172668
1516362908.7044187,9169,0.8358333110809326
1516363537.7853236,9348,0.8344427943229675
1516364166.900013,9527,0.8374825119972229
1516364707.7388904,9707,0.8386055827140808
1516365336.4762342,9887,0.8345076441764832
1516365689.5590396,10000,0.83554607629776
