Wall time,Step,Value
1516334771.488546,0,0.001523154554888606
1516335303.3419373,197,0.4558275043964386
1516335932.0206602,401,0.48012495040893555
1516336560.0420952,604,0.3480828106403351
1516337102.7522745,809,0.3490193784236908
1516337731.5775263,1012,0.359130859375
1516338361.3025827,1216,0.3526296317577362
1516338901.774613,1420,0.48772552609443665
1516339532.1483479,1625,0.40686511993408203
1516340162.0664194,1830,0.4046272933483124
1516340703.1153579,2034,0.44300007820129395
1516341330.6492982,2238,0.3934612274169922
1516341960.8401225,2442,0.3111482560634613
1516342503.1705387,2645,0.2824670672416687
1516343131.2243264,2849,0.5493993759155273
1516343761.6732373,3054,0.4964725077152252
1516344302.6756003,3258,0.5330911874771118
1516344932.4678078,3463,0.2903423607349396
1516345561.5769916,3668,0.6310936808586121
1516346104.2515829,3872,0.622957706451416
1516346732.9398556,4076,0.5260425209999084
1516347363.7901864,4280,0.5905448794364929
1516347903.8772395,4484,0.5243108868598938
1516348532.7831516,4688,0.5964582562446594
1516349162.1528716,4892,0.4921809136867523
1516349703.9971404,5097,0.5501683354377747
1516350333.657508,5301,0.5008798241615295
1516350963.071188,5506,0.600775420665741
1516351504.0910408,5710,0.6194579005241394
1516352132.6750016,5914,0.6542094945907593
1516352763.1722946,6118,0.6074896454811096
1516353305.6412213,6322,0.6287941932678223
1516353934.7259462,6527,0.5879072546958923
1516354564.871206,6729,0.6167417168617249
1516355107.1938944,6931,0.6177220940589905
1516355734.5137045,7134,0.6704128980636597
1516356366.9680073,7336,0.6204029321670532
1516356908.7608204,7539,0.6595443487167358
1516357539.7786312,7741,0.6455318927764893
1516358225.9859672,7741,0.6455318927764893
1516358765.9166791,7916,0.6429616212844849
1516359307.3428493,8096,0.6797521710395813
1516359936.8721807,8275,0.6882291436195374
1516360565.9806435,8453,0.6893651485443115
1516361106.8881264,8632,0.6910451650619507
1516361737.3247645,8811,0.70588618516922
1516362367.0063114,8990,0.7396526336669922
1516362908.7044187,9169,0.7419515252113342
1516363537.7853236,9348,0.7343115210533142
1516364166.900013,9527,0.7385873198509216
1516364707.7388904,9707,0.7450025677680969
1516365336.4752333,9887,0.7378363013267517
1516365689.5590396,10000,0.7420803904533386
