Wall time,Step,Value
1516334771.488546,0,0.0005111480713821948
1516335303.3419373,197,0.5917491912841797
1516335932.0206602,401,0.6141664385795593
1516336560.0420952,604,0.5441128611564636
1516337102.7522745,809,0.5617986917495728
1516337731.5775263,1012,0.5148739814758301
1516338361.3025827,1216,0.45332562923431396
1516338901.7589877,1420,0.5886659026145935
1516339532.1483479,1625,0.6270909905433655
1516340162.0664194,1830,0.6173077821731567
1516340703.1153579,2034,0.5663837194442749
1516341330.6492982,2238,0.633506178855896
1516341960.8401225,2442,0.65107661485672
1516342503.1705387,2645,0.5385304689407349
1516343131.2243264,2849,0.6294565796852112
1516343761.6732373,3054,0.5800542831420898
1516344302.6756003,3258,0.7059983611106873
1516344932.4678078,3463,0.5439344644546509
1516345561.5769916,3668,0.6828943490982056
1516346104.2515829,3872,0.7198225259780884
1516346732.9398556,4076,0.6556270718574524
1516347363.7901864,4280,0.6565783023834229
1516347903.8772395,4484,0.5888507962226868
1516348532.7831516,4688,0.6983156800270081
1516349162.1528716,4892,0.5472486615180969
1516349703.9971404,5097,0.6253964304924011
1516350333.657508,5301,0.6286545395851135
1516350963.071188,5506,0.690604031085968
1516351504.0910408,5710,0.6888155341148376
1516352132.6750016,5914,0.6764649748802185
1516352763.1722946,6118,0.6951629519462585
1516353305.6412213,6322,0.7746092081069946
1516353934.7259462,6527,0.6776365637779236
1516354564.871206,6729,0.7906605005264282
1516355107.1938944,6931,0.6807677745819092
1516355734.5137045,7134,0.7345675230026245
1516356366.9523828,7336,0.705452561378479
1516356908.7608204,7539,0.7108542919158936
1516357539.7786312,7741,0.6991923451423645
1516358225.9859672,7741,0.6991923451423645
1516358765.9166791,7916,0.717186450958252
1516359307.3428493,8096,0.7345712780952454
1516359936.8721807,8275,0.773630678653717
1516360565.9806435,8453,0.7567662596702576
1516361106.8881264,8632,0.7646735310554504
1516361737.3247645,8811,0.7803157567977905
1516362367.0063114,8990,0.7791375517845154
1516362908.7044187,9169,0.7819676399230957
1516363537.7853236,9348,0.7853798866271973
1516364166.900013,9527,0.7892175912857056
1516364707.7388904,9707,0.7873641848564148
1516365336.4752333,9887,0.7852879166603088
1516365689.5590396,10000,0.7806411981582642
